#,Business School,Description,Class Size,Women,Mean GMAT,Mean GPA,Avg GRE,Avg Work Exp (Years),Avg Starting Salary,Tuition (Total),R1,R2,R3,R4,R5,Application Fee,GMAT/GRE Waiver Available,International Students,Women,Avg GPA,Avg GMAT,Admissions Rounds,Location,QS MBA Rank,FT Global MBA Rank,Bloomberg MBA Rank,Employment in 3 Months (%),Weighted Salary ($),Top Hiring Companies,Alumni Network Strength,Alumnus 1,Alumnus 2,Alumnus 3,Alumnus 4
1,"Babson College, F.W. Olin Graduate School of Business","Located in Wellesley, MA, near Boston. Renowned for #1 MBA in entrepreneurship (U.S. News, 30+ years). Offers one-year and two-year full-time MBA programs, plus part-time and blended learning options. Features Entrepreneurial Thought & Action® methodology, emphasizing practical training, market analysis, and social responsibility. Curriculum includes 45 credits (15 core, 30 electives) and real-world projects like Babson Consulting Alliance.",~100 (Two-Year),33%,601,3.29,Not reported,6,"$1,16,935.00","$113,354 (Two-Year)","Oct 21, 2024","Jan 13, 2025","Mar 27, 2025","May 7, 2025","Jun 1, 2025",$100.00,Yes,85%,33%,3.29,601,5,USA,,83,,59,147 292,EY; PwC; Apple; Accenture; Goldman Sachs; Google,Very strong in entrepreneurship,"Arthur Blank (Co-founder, Home Depot)","Roger Enrico (Former CEO, PepsiCo)","William Green (Former CEO, Accenture)","Matt Coffin (Founder, LowerMyBills.com)"
38,"University of Texas at Austin, McCombs School of Business","Located in Austin, TX. Offers a full-time MBA with a focus on tech, entrepreneurship, and energy. Known for vibrant startup ecosystem, strong alumni network, and placement in consulting and tech. STEM-designated tracks available.",241,35%,706,3.48,317,5.3,"$1,75,000.00","$117,440 (2 years, in-state)","Oct 8, 2024","Jan 14, 2025","Mar 25, 2025","Apr 29, 2025",,$200.00,Yes,34%,35%,3.48,706,4,USA,37,39,21,85,"$1,91,104.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,Strong in Texas & energy,Rex Tillerson (Former U.S. Secretary of State),"Michael Dell (Founder, Dell Technologies)","Gary Kelly (CEO, Southwest Airlines)",N/A
39,"University of Virginia, Darden School of Business","Located in Charlottesville, VA. Offers a full-time MBA with a case method approach, leadership, and general management focus. Known for high student engagement, ethics, and strong placement in consulting and finance. Features global consulting projects.",352,39%,716,3.51,320,5,"$1,90,000.00","$153,450 (2 years, in-state)","Sep 5, 2024","Oct 3, 2024","Jan 9, 2025","Apr 2, 2025",,$250.00,Yes,38%,39%,3.51,716,4,USA,20,20,5,90,"$2,08,964.00",McKinsey; BCG; Goldman Sachs; Amazon; Microsoft; Deloitte,"Elite, strong in consulting",John D. Arnold (Billionaire Investor),"Peter Kiernan (Former Partner, Goldman Sachs)","Frank Batten (Founder, Weather Channel)",N/A
40,"Vanderbilt University, Owen Graduate School of Management","Located in Nashville, TN. Offers a full-time MBA with a focus on healthcare, finance, and leadership. Known for small class size, collaborative culture, and strong placement in consulting and marketing. Personalized career support and strong alumni network.",160,36%,690,3.4,316,5,"$1,70,000.00","$137,600 (2 years)","Oct 8, 2024","Jan 7, 2025","Mar 25, 2025","Apr 29, 2025",,$200.00,Yes,35%,36%,3.4,690,3,USA,52,52,,90,"$1,78,835.00",EY; Amazon; Deloitte; Wells Fargo; UnitedHealth Group; Mars Petcare,Strong in Southeast USA,William H. Macy (Actor),Lamar Alexander (Former U.S. Senator),"John Ingram (Chairman, Ingram Industries)",N/A
41,"University of Washington, Foster School of Business","Located in Seattle, WA. Offers a full-time MBA with a focus on tech, entrepreneurship, and sustainability. Known for strong connections to Amazon, Microsoft, and startups, with hands-on learning and STEM designation.",115,37%,704,3.45,318,5.5,"$1,65,000.00","$108,924 (2 years, in-state)","Oct 1, 2024","Jan 7, 2025","Mar 11, 2025",,,$85.00,Yes,40%,37%,3.45,704,4,USA,34,34,,89,"$1,95,893.00",Amazon; Microsoft; McKinsey; Google; Deloitte; PwC,Strong in tech & analytics,"David Bonderman (Founder, TPG Capital)","Orin Smith (Former CEO, Starbucks)","Tom Alberg (Co-founder, Madrona Venture Group)",N/A
42,"Washington University in St. Louis, Olin Business School","Located in St. Louis, MO. Offers a full-time MBA with a focus on consulting, entrepreneurship, and analytics. Known for generous scholarships, strong placement in consulting and finance, and collaborative culture. Features global immersion and STEM designation.",100,41%,697,3.45,316,4.8,"$1,60,000.00","$132,600 (2 years)","Sep 24, 2024","Jan 14, 2025","Mar 4, 2025","Apr 8, 2025",,$100.00,Yes,38%,41%,3.45,697,3,USA,62,42,30,78,"$1,66,584.00",McKinsey; Deloitte; Amazon; Goldman Sachs; BCG; Microsoft,Strong in Midwest & finance,"Andrew C. Taylor (Executive Chairman, Enterprise Holdings)","John Bachmann (Former Managing Partner, Edward Jones)","Maxine Clark (Founder, Build-A-Bear Workshop)",N/A
43,"Yale University, School of Management","Located in New Haven, CT. Offers a full-time MBA with a focus on leadership, social impact, and global business. Known for integrated curriculum, nonprofit and public sector opportunities, and strong alumni network. Features global studies requirement and STEM designation.",347,43%,725,3.64,323,4.9,"$1,90,000.00","$159,200 (2 years)","Sep 10, 2024","Jan 7, 2025","Apr 8, 2025",,,$250.00,Yes,40%,43%,3.64,725,4,USA,24,24,,81,"$2,01,752.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Indra Nooyi (Former CEO, PepsiCo)",Janet Yellen (U.S. Secretary of the Treasury),Tim Geithner (Former U.S. Treasury Secretary),N/A
44,"University of Bath, School of Management","Located in Bath, UK. Offers a full-time MBA with a focus on sustainability, innovation, and leadership. Known for practical learning, strong European network, and career transformation. One-year program with emphasis on entrepreneurship and consulting projects.",70,35%,650,Not reported,310,6,"$85,000","£37,500 (~$49,000, 1 year)","Oct 31, 2024","Jan 31, 2025","Mar 31, 2025","May 31, 2025",,$130,Yes,80%,35%,N/A,650,5,UK,,,,,,Deloitte; PwC; EY; HSBC; Barclays; Accenture,"Moderate, strong in UK finance",Richard Wyatt (Investment Banker),Amy Williams (Olympic Gold Medalist),"Nigel Sharrocks (Chairman, MediaCom)",N/A
45,"University of Cambridge, Judge Business School","Located in Cambridge, UK. Offers a one-year full-time MBA with a focus on entrepreneurship, innovation, and global business. Known for Cambridge ecosystem, strong finance and tech placement, and collaborative culture. Features practical consulting projects.",200,38%,690,Not reported,316,6,"$98,000","£64,000 (~$84,000, 1 year)","Sep 2, 2024","Oct 7, 2024","Jan 6, 2025","Mar 3, 2025","Apr 28, 2025",$215,Yes,90%,38%,N/A,690,4,UK,7,35,,82,"$1,78,575.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Sir Martin Sorrell (Founder, WPP)","Ian Davis (Former Managing Director, McKinsey)","Dame Sandra Dawson (Former Director, Judge Business School)",N/A
46,China Europe International Business School,"Located in Shanghai, China. Offers a full-time MBA with a focus on China’s economy, global business, and leadership. Known for strong Asia-Pacific network, bilingual (English/Chinese) curriculum, and placement in consulting and tech. 18-month program with global exchange opportunities.",180,40%,685,Not reported,314,5.5,"$80,000.00","¥488,000 (~$68,000, 18 months)","Nov 6, 2024","Jan 15, 2025","Mar 19, 2025","Apr 23, 2025",,$140,Yes,60%,40%,N/A,685,5,China,12,12,,,"$1,94,589.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Alibaba; Tencent,"Elite, strong in Asia","Li Ming (Founder, Sino Biopharmaceutical)","Zhang Ruimin (CEO, Haier Group)","Chen Dongsheng (Founder, Taikang Insurance Group)",N/A
47,University of Edinburgh Business School,"Located in Edinburgh, UK. Offers a one-year full-time MBA with a focus on leadership, strategy, and global business. Known for strong European network, sustainability focus, and vibrant student community. Features consulting projects and international exchange opportunities.",90,37%,650,Not reported,310,6,"$78,000","£36,500 (~$47,500, 1 year)","Oct 9, 2024","Jan 8, 2025","Mar 5, 2025","Apr 30, 2025","Jun 4, 2025",$80,Yes,85%,37%,N/A,650,4,UK,58,91,,90,"$1,26,586.00",Deloitte; PwC; EY; HSBC; Barclays; Accenture,"Moderate, strong in UK finance",Sir Tom Hunter (Entrepreneur & Philanthropist),"Ian Marchant (Former CEO, Scottish & Southern Energy)",Ewan McGregor (Actor),N/A
48,EMLYON Business School,"Located in Lyon, France. Offers a full-time International MBA with a focus on entrepreneurship, digital transformation, and global markets. Known for maker culture, strong European placement, and flexible 12-month program. Features hands-on projects and global tracks.",120,35%,640,Not reported,308,5.5,"$69,000","€39,500 (~$42,000, 1 year)","Oct 15, 2024","Jan 15, 2025","Mar 15, 2025","May 15, 2025",,$130,Yes,80%,35%,N/A,640,6,France,51,44,,94,"$1,38,442.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,Strong in Europe & entrepreneurship,"Jean-Paul Agon (Former CEO, L’Oréal)","Patrick Ponsolle (Former Chairman, Eurostar)","Pierre Kosciusko-Morizet (Founder, PriceMinister)",N/A
49,ESADE Business School,"Located in Barcelona, Spain. Offers a full-time MBA (12, 15, or 18 months) with a focus on innovation, entrepreneurship, and global leadership. Known for collaborative culture, strong tech and consulting placement, and Mediterranean business hub. Features international immersion and customizable curriculum.",190,34%,670,Not reported,314,5.8,"$90,000","€78,900 (~$84,000, 18 months)","Oct 1, 2024","Nov 12, 2024","Jan 14, 2025","Feb 25, 2025","Apr 8, 2025",$145,Yes,90%,34%,N/A,670,4,Spain,8,8,,90,"$2,05,044.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, strong in Europe","Javier Faus (Founder, Meridia Capital)","Luis Maroto (CEO, Amadeus IT Group)","Joaquín Duato (CEO, Johnson & Johnson)",N/A
50,ESCP Business School,"Located across Paris, London, Berlin, Madrid, Turin, and Warsaw. Offers a full-time MBA in International Management with a focus on cross-cultural leadership and global business. Known for multi-campus experience, strong European network, and 10-month program. Features consulting projects and personalized career support.",100,38%,650,Not reported,310,5.5,"$74,000","€45,900 (~$49,000, 10 months)","Oct 31, 2024","Jan 31, 2025","Mar 31, 2025","May 31, 2025",,$190,Yes,95%,38%,N/A,650,4,France,27,28,,100,"$1,51,045.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,Strong in Europe,"Patrick Cescau (Former CEO, Unilever)","Jean-Pierre Raffarin (Former Prime Minister, France)","Philippe Houzé (Chairman, Galeries Lafayette Group)",N/A
51,ESMT Berlin,"Located in Berlin, Germany. Offers a full-time MBA with a focus on technology, innovation, and sustainability. Known for small class size, strong tech and startup connections, and 15-month program. Features global consulting projects and German business network.",60,36%,660,Not reported,312,6,"$85,000","€43,500 (~$46,500, 15 months)","Nov 1, 2024","Jan 10, 2025","Mar 31, 2025","Jun 2, 2025",,$110,Yes,90%,36%,N/A,660,5,Germany,75,80,,66,"$1,32,103.00",Siemens; Deutsche Telekom; EY; TK Elevator; Amazon; Bayer,Strong in Germany & tech,"Christoph Brand (CEO, Axpo Group)","Jörg Rocholl (President, ESMT Berlin)","Rolf Schrömgens (Co-founder, Trivago)",N/A
52,HEC Paris,"Located in Jouy-en-Josas, France. Offers a full-time MBA (16 months) with a focus on leadership, strategy, and global business. Known for rigorous academics, strong European placement, and diverse cohort. Features consulting projects, global exchanges, and entrepreneurship track.",260,37%,690,Not reported,316,6,"$101,000","€83,000 (~$88,500, 16 months)","Sep 15, 2024","Nov 15, 2024","Jan 15, 2025","Mar 15, 2025","Apr 15, 2025",$215,Yes,90%,37%,N/A,690,NA,France,9,9,,85,"$1,91,828.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","François-Henri Pinault (CEO, Kering)","Jean-Paul Agon (Former CEO, L’Oréal)",Dominique Strauss-Kahn (Former IMF Managing Director),N/A
53,IE Business School,"Located in Madrid, Spain. Offers a full-time International MBA (11 months) with a focus on entrepreneurship, innovation, and global markets. Known for tech-driven curriculum, diverse cohort, and strong startup ecosystem. Features customizable program and blended learning options.",350,39%,680,Not reported,314,5.5,"$96,000","€82,300 (~$88,000, 11 months)",,,,,,$160,Yes,90%,39%,N/A,680,4,Spain,9,18,,92,"$1,78,898.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, strong in Europe","Ángel Cano (Former CEO, BBVA)","Rafael del Pino (Chairman, Ferrovial)","José María Álvarez-Pallete (CEO, Telefónica)",N/A
54,IESE Business School,"Located in Barcelona, Spain. Offers a full-time MBA (19 months) with a focus on leadership, ethics, and global business. Known for case method, strong European and Latin American network, and values-driven education. Features global immersion and entrepreneurship programs.",350,34%,685,Not reported,315,5.8,"$101,000","€93,900 (~$100,000, 19 months)","Sep 24, 2024","Jan 7, 2025","Mar 11, 2025","Apr 29, 2025",,$215,Yes,85%,34%,N/A,685,4,Spain,5,3,,94,"$1,98,584.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, strong in Europe","Antonio Garrigues Walker (Chairman, Garrigues)","Pablo Isla (Former CEO, Inditex)","Luis de Guindos (Vice President, ECB)",N/A
55,Imperial College Business School,"Located in London, UK. Offers a one-year full-time MBA with a focus on technology, innovation, and entrepreneurship. Known for strong ties to tech and finance sectors, STEM designation, and vibrant London ecosystem. Features experiential learning and global business projects.",150,36%,665,Not reported,312,6,"$104,000","£61,500 (~$80,000, 1 year)","Sep 15, 2024","Dec 8, 2024","Mar 9, 2025",,,$175,Yes,85%,36%,N/A,665,3,UK,18,38,,81,"$1,62,604.00",Amazon; Capital One; BCG; Deloitte; IBM; Mastercard,Strong in UK & tech,"Sir Keith O’Nions (Former President, Imperial College)","Alice Gast (Former President, Imperial College)",James Stirling (Physicist & Academic Leader),N/A
56,Indian School of Business,"Located in Hyderabad and Mohali, India. Offers a one-year full-time Post Graduate Programme in Management (PGP) with a focus on leadership, entrepreneurship, and emerging markets. Known for diverse cohort, strong placement in consulting and tech, and global alumni network. Features experiential learning and international immersion.",900,39%,710,Not reported,320,4.5,"$43,000","₹39,26,360 (~$47,000, 1 year)","Sep 10, 2024","Nov 5, 2024","Jan 14, 2025","Mar 4, 2025",,$60,Yes,30%,39%,N/A,710,4,India,27,27,,95,"$1,85,885.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, strong in India","Ajay Banga (President, World Bank)","Shantanu Narayen (CEO, Adobe)","Nikesh Arora (CEO, Palo Alto Networks)",N/A
57,INSEAD,"Located in Fontainebleau, France; Singapore; and Abu Dhabi. Offers a 10-month full-time MBA with a focus on global leadership, diversity, and entrepreneurship. Known for accelerated program, extensive alumni network, and strong placement across industries. Features multi-campus experience and global business projects.","1,000",35%,705,Not reported,318,5.8,"$106,000","€99,500 (~$106,000, 10 months)","Sep 6, 2024","Jan 3, 2025","Mar 7, 2025","Apr 25, 2025",,$265,Yes,90%,35%,N/A,705,4,France/Singapore,4,4,,61,"$2,09,992.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Henry Engelhardt (Founder, Admiral Group)","Tidjane Thiam (Former CEO, Credit Suisse)","Ilian Mihov (Dean, INSEAD)",N/A
58,London Business School,"Located in London, UK. Offers a full-time MBA (15-21 months) with a focus on global business, finance, and entrepreneurship. Known for diverse cohort, strong finance and consulting placement, and flexible program duration. Features global immersion, experiential learning, and extensive alumni network.",500,38%,700,Not reported,317,5.5,"$124,000","£97,500 (~$127,000, 21 months)","Oct 1, 2024","Jan 6, 2025","Mar 3, 2025","Apr 28, 2025","Jun 2, 2025",$260,Yes,90%,38%,N/A,700,5,UK,7,7,,85,"$2,14,823.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Sir Martin Sorrell (Founder, WPP)","Richard Sharp (Former Chairman, BBC)",Naguib Sawiris (Egyptian Business Tycoon),N/A
59,"University of Manchester, Alliance Manchester Business School","Located in Manchester, UK. Offers a full-time MBA (18 months) with a focus on practical learning, leadership, and global business. Known for Manchester Method, strong UK and European placement, and industry connections. Features live consulting projects and international exchanges.",120,34%,650,Not reported,310,6,"$85,000","£45,000 (~$58,500, 18 months)","Sep 2, 2024","Oct 28, 2024","Jan 6, 2025","Mar 17, 2025",,$80,Yes,85%,34%,N/A,650,4,UK,46,46,,94,"$1,51,826.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,Strong in UK & Europe,"Sir Terry Leahy (Former CEO, Tesco)","Andy Duncan (Former CEO, Channel 4)","Paul Walsh (Former CEO, Diageo)",N/A
60,"University of Oxford, Saïd Business School","Located in Oxford, UK. Offers a one-year full-time MBA with a focus on entrepreneurship, social impact, and global leadership. Known for Oxford ecosystem, strong finance and consulting placement, and academic rigor. Features 1+1 MBA program (combining MBA with master’s) and global projects.",320,41%,690,Not reported,316,5,"$111,000","£78,510 (~$102,000, 1 year)","Oct 15, 2024","Dec 10, 2024","Feb 4, 2025","Mar 25, 2025","May 13, 2025",$195,Yes,95%,41%,N/A,690,5,UK,26,26,,80,"$1,83,520.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, global reach","Timothy Cook (CEO, Apple)","Patrick Pichette (Former CFO, Google)","Alexander Nix (Former CEO, Cambridge Analytica)",N/A
61,SDA Bocconi School of Management,"Located in Milan, Italy. Offers a one-year full-time MBA with a focus on luxury, fashion, and global business. Known for strong European placement, entrepreneurial culture, and Italian business network. Features hands-on projects and international exchanges.",100,38%,680,Not reported,314,5.5,"$96,000","€66,000 (~$70,500, 1 year)","Sep 16, 2024","Jan 13, 2025","Mar 3, 2025","Apr 28, 2025",,$110,Yes,80%,38%,N/A,680,4,Italy,13,4,,91,"$2,17,241.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, strong in Europe","Andrea Illy (Chairman, Illycaffè)","Vittorio Colao (Former CEO, Vodafone)","Federico Marchetti (Founder, Yoox Net-a-Porter)",N/A
62,"University of Toronto, Rotman School of Management","Located in Toronto, Canada. Offers a full-time MBA (2 years) with a focus on analytics, innovation, and leadership. Known for integrative thinking, strong finance and consulting placement, and diverse cohort. Features experiential learning, global study tours, and flexible internship options.",270,36%,675,3.5,315,5,"$87,000","CAD 136,410 (~$99,000, 2 years)",,,,,,$140,Yes,60%,36%,3.5,675,4,Canada,39,76,3,83,"$1,29,690.00",McKinsey; BCG; Goldman Sachs; Morgan Stanley; Amazon; Google,"Elite, strong in Canada","John Cassaday (Former CEO, Corus Entertainment)",Kevin O’Leary (Investor & TV Personality),"Roger Martin (Former Dean, Rotman School)",N/A
